fLength;fWidth;fSize;fConc;fConc1;fAsym;fM3Long;fM3Trans;fAlpha;fDist;class
1.113.448;224.878;29.761;0.3863;0.2071;-1.091.883;-810.276;72.081;184.264;2.905.854;h
412.576;12.722.000.000.000.000;25.669;0.5178;0.282;8.734;-185.681;37.897;393.094;2.276.133;h
105.022;920.342;39.104;0.0951;0.0568;-919.383;-151.269;58.248.000.000.000.000;25.906.999.999.999.900;199.29;h
276.224;101.414;26.564;0.5177;0.2706;-198.099;-165.941;58.707;779.632;480.056;h
941.334;630.434;29.112;0.2785;0.1442;-599.472;-837.172;-25.963;8.265;282.652;h
483.215;68.523;28.283;0.4291;0.2606;-39.211;275.251;31.195;562.381;185.012;h
1.507.271;1.049.672;40.169;0.1549;0.0787;-1.235.467;-1.545.906;-921.893;549.163;3.969.053;h
117.902;699.325;34.107;0.2979;0.1661;905.019;11.751.899.999.999.900;194.267;571.777;390.07;h
339.806;10.456;22.034;0.4317;0.2199;7.96;176.881;94.395;626.615;1.143.847;h
242.757;108.321;25.883;0.6374;0.32899999999999996;-109.739;95.183;-113.568;23.101.999.999.999.900;20.802.900.000.000.000;h
500.678;83.694;28.187;0.3884;0.2295;492.171;391.699;125.765;181.779;2.159.294;h
798.937;261.386;32.710.000.000.000.000;0.2282;0.1428;-620.345;56.62;-19.249.000.000.000.000;34.986;290.431;h
693.249;255.888;33.401;0.14;0.12;-851.932;-563.247;98.262;483.789;2.380.608;h
195.649;9.767.000.000.000.000;22.672;0.5676;0.2946;-254.222;-63.994;44.378;33.364.000.000.000.000;18.765.099.999.999.900;h
642.169;181.686;25.507;0.5832;0.40700000000000003;-388.492;-665.204;-40.623;339.807;1.685.068;h
2.587.196;1.888.866;35.198;0.0865;0.0535;3.287.287;424.851;1.222.904;754.253;1.352.064;h
508.775;370.657;33.718;0.1324;0.0637;16.743;105.105;-298.365;454.303;1.585.236;h
97.279;687.333;38.828;0.1282;0.0695;-0.5356;-696.596;-408.534;255.154;357.119;h
147.203;823.047;33.614;0.1836;0.1016;-250.915;144.953;-550.321;516.996;234.683;h
645.225;324.498;33.062;0.4044;0.1989;-180.119;-97.041;181.073;28.159;3.641.513;h
289.305;160.528;23.589;0.5252;0.3479;273.885;259.744;-172.852;54.225;24.809.400.000.000.000;h
193.067;95.213;25.315;0.6088;0.4044;-204.791;-137.595;18.875;877.668;135.2;h
13.651;48.943;22.359.999.999.999.900;0.7481;0.5542;-80.374;0.0364;43.371;583.071;1.936.073;h
2.390.615;74.374;35.694;0.1917;0.10300000000000001;-1.074.136;-2.291.302;805.182;583.789;2.779.154;h
272.364;7.412.000.000.000.000;27.131;0.5088;0.309;-93.461;-38.343;47.101;611.569;1.086.919;h
343.248;99.475;23.644;0.6811;0.3776;-259.798;-182.595;-21.755;127.435;1.659.016;h
243.343;150.848;26.239;0.3555;0.1625;46.628;11.697.000.000.000.000;-121.298;31.844;1.781.996;h
151.944;503.368;33.734;0.2438;0.1577;-163.797;-566.262;-293.757;56.64;20.385.299.999.999.900;h
1.363.993;616.681;37.336;0.1827;0.1218;-49.786;-1.494.735;403.996;428.892;3.950.967;h
514.664;88.279;28.346;0.4391;0.2162;462.015;437.837;69.968;396.762;1.593.202;h
756.427;28.926;35.111;0.139;0.084;-672.102;-526.716;15.745.999.999.999.900;17.19;22.196.099.999.999.900;h
707.528;361.413;29.807;0.2844;0.1772;79.16;378.433;-50.701;4.755;265.797;h
277.947;248.586;3.068;0.2812;0.1535;-27.703;239.281;-62.307;438.062;2.426.183;h
86.998;67.412;24.845;0.6872;0.4493;-39.379;28.869;102.013;645.429;1.185.759;h
207.721;29.223;27.263;0.5595;0.3418;-39.528;25.478;-92.062;137.997;1.990.234;h
712.865;216.592;29.759;0.3728;0.2438;794.384;-413.751;87.979;40.546;1.745.918;h
548.335;128.325;29.232;0.2995;0.1689;-46.042;25.123;67.826;24.614;221.648;h
2.420.791;711.568;36.947;0.19;0.1039;-1.022.563;-2.258.662;821.649;607.836;2.580.838;h
141.721;7.737;24.843;0.4963;0.3027;302.651;241.343;-3.395;33.111;1.244.584;h
133.408;9.738.999.999.999.990;22.266;0.8249;0.5193;-12.417;-8.407;110.922;7.370.100.000.000.000;208.416;h
1.454.748;392.394;2.895;0.2497;0.1536;987.089;1.590.491;-299.708;206.622;1.576.303;h
1.628.169;655.234;3.365;0.1165;0.0788;-135.203;-1.036.192;-464.327;329.327;1.572.797;h
348.491;153.844;27.723;0.5087;0.3672;29.796.999.999.999.900;17.938;87.939;158.249;1.473.523;h
209.468;177.919;28.602;0.355;0.1795;108.769;86.884;-104.359;657.603;102.09;h
171.992;103.194;24.983;0.6889;0.4143;-32.629;71.593;-80.473;76.035;126.318;h
1.739.607;706.821;36.839.999.999.999.900;0.2145;0.1017;-1.296.466;-1.581.627;-256.595;419.359;3.645.721;h
588.826;11.747;29.511;0.3033;0.1595;135.775;-416.244;52.739;8.76;646.417;h
790.402;222.641;28.467;0.34;0.1855;-96.35;-593.983;48.192;52.436;2.295.046;h
964.796;57.592;33.579;0.1604;0.0929;-1.522.278;276.346;374.663;10.932;3.594.094;h
451.659;12.261;29.511;0.2925;0.184;600.913;559.376;-57.269;310.284;1.925.941;h
194.204;66.496;22.893;0.7044;0.3957;-190.659;-111.689;-74.771;469.609;1.429.199;h
106.235;19.67;32.621;0.1859;0.0976;-449.633;537.852;-156.609;594.212;11.934.700.000.000.000;h
406.748;296.305;2.658;0.3121;0.1945;615.016;-156.993;287.959;590.341;223.783;h
533.331;214.744;29.287;0.231;0.1208;-127.397;235.127;123.721;13.565;248.333;h
46.31;218.396;26.518;0.408;0.2776;434.939;399.859;-19.939;566.947;173.87;h
176.877;124.821;26.196;0.6507;0.3613;139.636;151.892;-51.048;6.794;238.852;h
114.941;360.681;29.339.999.999.999.900;0.3818;0.1915;-447.372;-104.586;-267.291;317.734;36.023.800.000.000.000;h
169.608;111.912;28.429;0.4812;0.2881;-0.4332;204.537;101.228;417.464;1.906.379;h
226.248;163.387;28.075;0.4517;0.2702;-15.771;166.275;-8.761.000.000.000.000;27.009;205.239;h
441.035;260.029;27.071;0.3219;0.1737;456.684;-199.626;-279.972;877.994;233.051;h
758.507;192.153;28.689;0.3678;0.2346;-62.43;-454.391;163.209;153.192;25.537.400.000.000.000;h
6.401.899.999.999.990;145.526;27.102;0.4307;0.23399999999999999;-807.757;-473.413;208.493;111.604;2.662.613;h
1.859.683;463.927;31.614;0.2653;0.1239;-2.011.309;-1.585.741;363.118;583.464;2.925.933;h
43.54;270.571;27.474;0.2862;0.1708;-199.815;379.593;152.526;263.532;259.572;h
521.023;188.016;26.456;0.3012;0.1632;521.284;188.213;165.124;742.446;1.030.275;h
191.533;100.736;23.139;0.5437;0.2791;256.041;54.195;4.452;697.206;222.842;h
169.19;376.687;3.181;0.2116;0.1302;221.873;-111.994;-263.826;31.857;191.135;h
206.602;94.829;23.709;0.5941;0.3013;-36.252;-185.964;-24.076;844.428;1.880.174;h
218.272;65.965;21.089;0.7315;0.4475;218.772;144.944;65.678;152.163;489.611;h
321.778;18.285.999.999.999.900;29.457;0.3773;0.2045;290.934;180.695;178.736;39.654;163.181;h
159.653;485.098;32.608;0.1399;0.0738;-242.248;11.613.600.000.000.000;14.487;33.756;18.656.799.999.999.900;h
150.054;8.434.200.000.000.000;33.821;0.2614;0.1325;-134.609;-137.365;484.513;787.196;260.133;h
1.149.085;344.192;29.686;0.222;0.1128;1.663.728;-97.323;27.726;12.689;263.525;h
1.433.763;301.811;28.094;0.3758;0.2087;-456.603;-972.622;219.292;777.655;1.847.944;h
907.088;110.098;2.541;0.377;0.1885;-638.226;-792.581;61.829;19.578;466.216;h
2.311.923;1.286.088;3.597;0.1122;0.040999999999999995;1.425.272;1.443.742;1.258.172;642.588;2.709.517;h
2.067.469;706.047;30.232;0.2985;0.1431;86.171;1.966.923;554.418;804.459;2.451.055;h
1.226.435;670.361;29.868;0.2977;0.16699999999999998;902.792;87.021;-738.091;398.976;2.517.385;h
228.469;60.045;23.771;0.6865;0.4913;68.943;263.159;69.701;684.021;2.017.485;h
64.219;237.924;30.346;0.1754;0.0937;-576.912;-495.958;-83.084;6.665;122.949;h
157.305;123.216;25.826;0.6431;0.4667;0.1983;-60.171;106.035;277.778;178.295;h
73.503;539.862;35.778;0.1705;0.0997;-9.293.700.000.000.000;31.599;-374.708;751.093;3.058.298;h
392.934;105.426;27.738;0.431;0.2803;347.939;281.703;-56.681;23.685;187.108;h
208.258;70.223;24.523;0.5816;0.3295;139.772;-54.278;94.527;336.243;1.497.986;h
12.748.100.000.000.000;37.247;36.508;0.0976;0.0519;116.367;134.93;-286.922;557.671;149.262;h
978.494;481.083;33.791;0.1812;0.1182;-649.139;71.339;-194.967;183.755;2.796.573;h
173.371;114.607;25.533;0.6406;0.4573;-33.701;105.042;-113.435;43.202;241.61;h
793.857;86.417;31.414;0.2546;0.1332;140.261;498.534;66.152;745.841;1.824.297;h
756.701;222.969;29.477;0.2527;0.1427;955.105;323.579;-25.980.000.000.000.000;59.637;160.765;h
560.655;89.886;28.966;0.2684;0.1666;176.946;278.618;-65.418;595.926;40.716;h
228.142;87.151;25.688;0.6262;0.4629;117.303;139.087;-40.274;21.013;219.46;h
194.335;167.343;2.658;0.4418;0.2714;141.842;145.431;13.968;829.906;140.255;h
267.491;157.483;25.384;0.4052;0.2388;368.381;105.625;-147.727;47.68;235.199;h
136.119;940.156;43.583;0.0549;0.0322;-855.286;-737.651;70.814;54.318.999.999.999.900;27.135.400.000.000.000;h
1.266.356;665.995;42.846;0.0953;0.068;915.666;1.101.543;-52.028;614.309;3.822.097;h
331.272;203.221;25.447;0.2728;0.1766;-118.518;207.825;-164.027;849.179;1.934.097;h
1.151.431;350.826;30.283;0.2189;0.1304;-1.079.506;-1.655.549;-206.043;94.043;2.493.844;h
118.105;407.962;34.483;0.1339;0.0778;33.193.000.000.000.000;928.722;-98.269;867.108;26.808.799.999.999.900;h
2.047.281;606.826;30.227;0.1387;0.0664;1.527.945;1.824.354;-302.022;583.028;2.161.004;h
209.817;120.172;23.627;0.5206;0.2668;26.986;-111.471;111.404;522.331;283.107;h
126.056;355.809;35.832;0.2854;0.1441;-309.713;-1.397.062;-33.483.000.000.000.000;160.535;3.244.922;h
337.125;170.818;26.289;0.4019;0.2103;196.482;-131.492;-90.689;465.757;105.134;h
173.102;653.651;38.666;0.0666;0.0362;105.014;111.898;-414.593;614.059;244.89;h
238.951;224.777;26.928;0.4239;0.2181;54.364;-145.049;-129.511;797.671;120.928;h
1.955.844;224.222;29.547;0.3073;0.1987;-2.471.927;1.262.955;-121.278;48.756;1.685.293;h
352.915;10.360.999.999.999.900;27.645;0.4402;0.233;-236.568;164.675;-87.667;109.565;21.422.799.999.999.900;h
8.403.399.999.999.990;686.366;35.917;0.1572;0.0946;12.263;632.498;43.748.999.999.999.900;90.247;361.655;h
11.273.700.000.000.000;103.345;31.893;0.1798;0.1038;139.988;555.331;572.704;468.482;304.159;h
866.506;269.587;32.885;0.3926;0.1864;256.747;-343.385;122.096;208.951;3.598.186;h
1.296.318;484.755;36.675;0.1685;0.1194;-1.531.131;-1.245.747;455.892;53.168;3.785.201;h
132.313;687.357;32.222;0.3052;0.1754;689.678;173.067;-374.081;856.332;281.961;h
661.075;11.957;29.432;0.2689;0.1578;145.861;54.47;-80.502;476.322;232.857;h
2.545.495;363.921;31.612;0.2513;0.1237;-3.433.577;1.874.007;-24.658;475.982;69.493;h
476.002;148.699;26.219;0.4302;0.2681;298.218;369.517;77.824;694.851;1.549.639;h
1.612.013;282.814;30.104;0.2376;0.1568;-700.901;-1.616.211;-143.785;169.139;3.259.001;h
318.008;86.412;28.524;0.3867;0.2504;110.511;-57.048;-2.798;195.928;1.188.615;h
702.993;118.649;25.635;0.4262;0.2363;-370.433;-67.699;-57.148;185.286;116.807;h
248.845;37.537;21.058;0.6877;0.4019;377.938;171.743;73.229.999.999.999.900;410.122;2.419.691;h
1.180.119;344.505;34.329;0.1599;0.0595;-86.88;920.826;-167.904;16.214.000.000.000.000;2.657.457;h
243.082;83.714;24.346;0.6618;0.4393;251.551;140.397;95.262;7.024;204.93;h
524.535;358.114;31.207;0.1404;0.1153;123.676;-9.638;-23.744;78.344;2.922.953;h
1.320.623;452.558;38.515;0.1633;0.0977;-1.765.335;-1.056.433;-154.211;199.377;3.237.325;h
218.269;35.838;21.205;0.6729999999999999;0.3525;76.221;0.0383;-76.746;536.823;81.798;h
142.74;928.384;40.558;0.0979;0.0527;-173.8;-781.944;659.667;517.033;367.575;h
264.689;215.712;25.384;0.7786;0.39799999999999996;297.626;21.894;-23.772;75.699;402.625;h
425.712;68.829;25.125;0.5586;0.3382;618.805;288.978;34.437;434.692;1.666.476;h
569.366;102.765;26.774;0.3516;0.2034;302.751;451.287;-12.219;532.187;262.199;h
290.737;11.33;27.144;0.4847;0.2732;180.458;231.537;-99.597;604.286;1.043.705;h
291.369;188.239;27.976;0.3904;0.2223;124.938;255.932;-176.313;290.695;196.315;h
277.808;12.187.000.000.000.000;25.051;0.4531;0.2484;-247.152;-225.079;-54.611;83.101;232.06;h
201.149;71.037;21.351;0.7766;0.4066;215.779;129.117;-52.355;29.781.999.999.999.900;19.621.099.999.999.900;h
1.184.908;669.402;40.546;0.1039;0.0658;-250.086;-1.072.853;498.532;793.923;2.858.099;h
269.422;48.134;22.273;0.7499;0.4882;54.243;0.0442;0.9134;606.943;2.124.372;h
305.422;549.948;38.903;0.0964;0.053;-36.863.300.000.000.000;-26.933.299.999.999.900;-316.143;13.31;11.838.600.000.000.000;h
1.591.837;573.305;3.194;0.1568;0.0746;-1.743.441;-368.551;419.361;366.345;2.404.946;h
291.395;44.119;25.319;0.5297;0.3128;68.428;-26.875.999.999.999.900;-98.674;533.111;2.031.796;h
249.532;220.362;28.069;0.312;0.1599;4.912;-129.585;92.707;34.894;545.603;h
14.535.399.999.999.900;874.626;45.105;0.0544;0.0198;-977.777;-1.815.457;480.554;552.582;2.031.024;h
182.604;716.365;33.761;0.2411;0.1197;-263.166;-1.386.423;-701.266;340.059;2.146.293;h
1.950.339;1.206.847;37.992;0.132;0.0636;-2.367.155;867.975;-794.557;832.553;1.706.093;h
1.573.766;653.196;30.305;0.2259;0.0927;3.011.996;-1.619.202;545.743;726.454;157.122;h
143.587;105.595;22.995;0.4697;0.2872;0.5447;-212.655;-109.281;829.011;1.334.632;h
293.045;98.754;23.918;0.5071;0.28600000000000003;105.582;180.646;-117.191;66.612;166.892;h
182.071;17.209;2.889;0.2931;0.1607;-114.714;11.551.799.999.999.900;144.658;456.762;286.955;h
146.311;531.446;31.532;0.2923;0.1887;-20.359.099.999.999.900;125.655;-359.222;503.566;187.543;h
257.223;128.615;26.112;0.5679;0.3219;6.178;179.656;-83.127;58.622;193.172;h
270.821;164.977;28.231;0.3877;0.2081;234.646;204.304;10.683;334.533;164.984;h
173.058;0.4794;23.621;0.7404;0.5221;41.264;3.779;-0.4141;804.582;766.652;h
1.254.518;617.761;34.934;0.2271;0.1099;-892.081;-1.016.333;706.687;186.955;4.131.541;h
290.678;58.239;25.202;0.6051;0.3318;23.376;33.134;14.3;593.561;2.554.879;h
143.398;740.648;34.006;0.1344;0.0714;-207.044;-695.873;10.603.399.999.999.900;50.858.999.999.999.900;18.456.400.000.000.000;h
436.668;15.809.000.000.000.000;28.455;0.4258;0.2425;14.455;313.905;58.447;216.793;1.628.298;h
602.951;279.635;34.553;0.1724;0.0931;553.522;531.801;135.627;56.335;502.019;h
572.275;303.038;31.385;0.2358;0.1618;144.565;-340.194;310.361;893.565;1.997.229;h
284.417;90.919;26.974;0.5151;0.2556;327.236;223.268;70.374;314.607;1.666.421;h
22.060.299.999.999.900;694.505;37.278;0.163;0.0899;-182.054;-254.47;-454.798;33.61;319.652;h
630.082;26.638;34.625;0.1929;0.0799;47.391.999.999.999.900;434.272;104.725;578.684;344.071;h
944.022;267.836;31.505;0.21;0.1155;241.913;700.293;107.786;58.196;2.504.367;h
713.341;220.743;37.242;0.1212;0.1116;-452.497;-596.576;166.974;576.328;1.539.082;h
347.762;80.369;2.532;0.4055;0.2867;-143.596;-221.504;23.217;213.621;1.886.778;h
1.067.292;682.509;3.727;0.1872;0.0884;-532.352;-761.413;-557.298;377.783;4.084.844;h
413.691;299.681;3.092;0.2217;0.1177;83.424;38.014;-130.869;24.194.000.000.000.000;259.535;h
275.198;137.952;25.132;0.4583;0.2682;-20.336;-250.626;128.559;511.267;1.921.215;h
138.209;120.625;23.998;0.6355;0.4185;67.341;-12.114;-54.796;97.573;1.938.257;h
810.092;10.581;25.173;0.4593;0.2341;-157.115;-952.555;71.982;183.564;1.162.746;h
305.826;19.963;27.905;0.3295;0.2064;-66.928;-333.422;158.598;263.203;1.546.928;h
269.593;100.699;27.323;0.5911;0.3158;323.312;97.686;129.583;8.133.800.000.000.000;997.466;h
283.153;10.527.000.000.000.000;22.053;0.5787;0.3419;203.299;-8.902.000.000.000.000;7.402;398.748;1.917.025;h
172.673;52.644;2.572;0.6784;0.3475;-0.2115;-215.882;72.428;737.293;1.786.443;h
266.349;259.017;28.122;0.4255;0.2007;140.788;233.311;127.453;309.235;1.858.905;h
330.547;69.405;25.243;0.6211;0.3019;36.617;73.387;-105.551;23.182;2.032.107;h
1.248.245;519.419;32.089;0.3628;0.3145;-978.857;-860.871;479.041;217.952;2.332.619;h
199.832;71.762;25.569;0.7739;0.3897;220.814;121.685;50.939;14.967;12.796.799.999.999.900;h
296.153;86.906;24.893;0.5186;0.2901;35.147;196.692;72.979;177.295;192.495;h
455.619;157.514;26.248;0.5528;0.3926;234.931;501.248;-95.367;89.835;20.406.799.999.999.900;h
179.477;129.279;25.982;0.5927;0.377;104.941;148.981;62.992;418.467;123.624;h
225.861;177.805;23.314;0.4709;0.2401;-29.073;100.913;-12.28;39.924;160.435;h
424.086;12.091;26.699;0.4189;0.22;-290.523;-370.994;119.963;883.359;1.918.569;h
304.575;19.135;25.151;0.5992;0.2977;14.863;37.617;103.276;32.816;1.294.045;h
616.535;11.925.999.999.999.900;31.053;0.2056;0.1175;207.825;-378.899;-75.035;401.466;1.258.379;h
449.748;238.528;30.476;0.2953;0.1507;232.882;-124.968;166.993;308.505;1.419.516;h
217.072;78.764;25.402;0.4848;0.2166;182.878;213.202;-0.3793;505.844;161.373;h
335.062;241.212;27.067;0.275;0.1424;-16.131;255.993;-140.516;852.585;158.639;h
1.012.776;563.561;32.514;0.1453;0.0851;-151.004;-612.481;-259.004;71.559;330.126;h
16.712.599.999.999.900;698.462;42.064;0.0626;0.0316;835.478;162.671;602.558;697.942;915.714;h
259.914;161.381;26.561;0.3709;0.1954;-161.855;-59.925;-140.824;455.845;156.501;h
746.704;140.756;30.481;0.2059;0.1097;397.509;452.061;-92.482;47.047;183.877;h
592.436;322.447;33.509;0.1919;0.1042;500.462;569.813;297.512;669.673;2.364.463;h
282.374;162.718;2.372;0.4416;0.2272;-275.441;-246.387;-117.319;403.891;17.278.599.999.999.900;h
366.648;91.386;27.554;0.488;0.3044;265.284;332.072;-77.703;13.797;895.982;h
247.422;123.153;25.024;0.4937;0.316;12.588;179.898;-80.719;529.186;199.835;h
739.242;564.758;31.469;0.2709;0.1629;-112.736;-349.512;653.261;56.295;271.875;h
244.963;172.988;24.829;0.4342;0.2451;-192.188;-137.043;91.831;1.675;23.718.200.000.000.000;h
41.085;299.777;28.152;0.2295;0.1217;55.429;320.384;-281.744;42.802;134.755;h
393.294;152.552;27.910.000.000.000.000;0.4401;0.2678;309.791;427.731;-52.281;369.647;262.969;h
357.498;190.402;24.419;0.4282;0.2456;-31.013;7.015;-5.435;784.116;1.427.194;h
280.088;229.561;28.497;0.2657;0.1435;-171.665;-158.801;86.297;255.231;125.751;h
17.435.299.999.999.900;767.792;32.926;0.154;0.0808;-979.348;-191.937;447.443;80.578;183.907;h
290.263;15.184.000.000.000.000;28.528;0.3593;0.2014;33.138;210.581;-11.094.000.000.000.000;410.899;212.825;h
137.267;771.084;41.805;0.0952;0.0498;-9.107.999.999.999.990;-150.795;-600.079;8.8;320.047;h
640.202;124.824;27.352;0.3514;0.1904;203.476;34.439;75.119;894.524;172.775;h
1.174.069;359.476;28.998;0.1643;0.0584;-2.518.422;1.322.234;374.485;371.347;1.528.398;h
1.621.829;448.132;27.339;0.3696;0.1793;-727.725;-1.531.119;-23.274;5.638;3.327.235;h
953.928;164.206;30.382;0.2427;0.1397;786.864;692.353;145.593;248.474;3.236.569;h
782.793;31.904;31.624;0.1404;0.0769;-1.137.576;39.437;95.273;423.902;773.752;h
892.796;215.342;32.239.999.999.999.900;0.2764;0.1621;20.046;48.891.000.000.000.000;-100.279;28.070.999.999.999.900;343.286;h
199.633;120.698;24.601;0.565;0.3345;223.561;151.449;-102.549;378.944;158.387;h
654.786;415.616;33.704;0.2872;0.1835;-213.659;405.399;184.927;246.642;333.785;h
375.564;26.684;28.752;0.2919;0.1657;-197.222;162.184;161.335;650.328;1.264.649;h
697.657;282.547;28.719;0.3534;0.2005;-36.772;-155.113;147.834;74.183;3.278.258;h
234.762;54.378;24.755;0.541;0.3136;-17.448;83.159;-33.953;575.568;1.490.103;h
1.295.264;329.089;29.308;0.3107;0.1603;84.324;1.290.292;-296.836;83.88;747.435;h
556.151;299.928;3.093;0.2408;0.11699999999999999;343.058;294.904;-142.401;386.667;196.767;h
117.936;95.614;21.404;0.7733;0.5149;82.023;-114.457;31.777;19.851;206.543;h
215.396;11.547.200.000.000.000;36.592;0.087;0.0505;-149.279;-151.97;-134.75;859.234;26.927.299.999.999.900;h
207.885;122.333;26.359;0.4513;0.2781;-272.563;-282.044;-127.903;161.131;2.308.189;h
280.059;168.032;27.243;0.434;0.2217;287.958;209.818;141.331;16.694.000.000.000.000;21.813.400.000.000.000;h
490.702;11.078;28.231;0.3696;0.2006;330.531;373.822;67.326;40.215;236.19;h
129.176;113.596;21.123;0.7413;0.39;150.388;-56.768;-115.638;64.933;227.107;h
252.588;9.221;25.938;0.5579999999999999;0.335;76.128;174.503;-77.419;16.997;140.759;h
104.906;853.367;3.347;0.2087;0.1077;112.201;-828.637;-75.006;37.382;296.143;h
1.579.876;828.141;31.533;0.3786;0.2174;-1.708.765;-1.382.061;-640.302;279.254;3.877.986;h
601.109;9.081;28.645;0.3374;0.1769;51.19;119.985;-48.898;74.056;130.737;h
497.299;146.063;28.969;0.2574;0.1454;42.891.999.999.999.900;190.625;-103.504;206.373;640.915;h
440.446;161.461;28.436;0.3066;0.1665;-55.103;-178.299;-14.133;645.092;2.619.053;h
1.419.054;707.036;32.918;0.179;0.1127;-1.191.501;-1.142.699;43.993;528.656;8.547.399.999.999.990;h
20.872.400.000.000.000;513.682;3.242;0.1506;0.0753;209.179;166.987;-34.032;833.529;17.847.400.000.000.000;h
320.093;145.778;2.659;0.3487;0.1941;-299.439;-250.603;105.972;720.623;25.041.400.000.000.000;h
285.314;199.338;2.708;0.2733;0.1254;277.491;270.396;-9.232.999.999.999.990;66.37;1.760.223;h
121.611;230.402;27.612;0.3449;0.1724;-15.814.700.000.000.000;690.576;158.381;73.206;33.292.199.999.999.900;h
124.458;46.143;38.347;0.092;0.05;-19.422;706.332;-313.622;469.853;226.097;h
22.153.799.999.999.900;569.025;36.164;0.1335;0.0778;-19.577.700.000.000.000;-27.935.200.000.000.000;340.155;141.535;309.58;h
29.236;145.626;27.431;0.4806;0.2556;-272.762;-244.974;81.191;867.802;195.525;h
1.214.587;1.099.068;35.471;0.1364;0.0713;126.158;931.102;60.97;269.872;2.187.285;h
152.629;357.624;35.996;0.0769;0.0386;-154.488;-120.529;-231.088;872.944;131.18;h
1.471.506;1.075.474;41.057;0.1186;0.0397;295.201;66.031;999.023;786.086;3.822.958;h
282.019;80.526;26.196;0.6291;0.3325;324.419;189.032;38.343;17.684;571.203;h
269.095;0.0033;25.599;0.6694;0.4256;52.064;193.913;0.0;29.07;160.415;h
210.437;62.916.000.000.000.000;33.294;0.2843;0.1548;-185.89;-18.130.200.000.000.000;527.964;41.879;293.284;h
907.751;165.854;31.548;0.3246;0.2033;-921.746;-231.775;-15.575;23.585;3.647.206;h
11.134.200.000.000.000;182.172;32.332;0.2152;0.0913;1.207.181;553.976;-26.898;116.774;224.123;h
1.136.923;265.992;31.136;0.3055;0.1502;-1.559.986;656.331;-177.282;17.329;3.770.728;h
146.311;531.446;31.532;0.2923;0.1887;-20.359.099.999.999.900;125.655;-359.222;503.566;187.543;h
131.944;458.938;30.548;0.32;0.1706;-11.840.700.000.000.000;-98.18;-315.115;31.456.999.999.999.900;311.661;h
268.924;142.468;23.233;0.5131;0.2779;357.676;-99.324;-145.065;5.94;114.594;h
1.264.664;671.742;39.231;0.0807;0.0789;-221.934;520.692;532.885;828.786;3.185.879;h
434.117;208.084;28.053;0.4205;0.2589;104.703;246.049;154.264;858.773;1.224.367;h
198.446;176.904;25.993;0.395;0.2126;-0.0195;-80.277;-103.793;230.443;159.264;h
852.436;114.431;24.631;0.5542;0.3046;543.043;866.038;62.539;55.007;11.420.299.999.999.900;h
784.795;591.315;35.101;0.2271;0.1046;304.849;-555.318;282.836;278.927;3.724.795;h
444.822;38.19;26.882;0.331;0.1824;-78.757;331.754;-121.653;227.861;3.056.269;h
176.021;9.474;2.48;0.7020000000000001;0.5017;60.734;-131.921;-98.941;11.993;137.412;h
274.635;254.862;28.435;0.2509;0.1269;-253.273;-243.228;41.052;382.583;68.392;h
720.935;374.831;33.153;0.1254;0.0776;-695.726;815.263;-377.074;229.942;291.492;h
131.139;101.463;23.021;0.7979999999999999;0.5212;123.715;73.292;-100.515;94.104;238.388;h
104.557;567.628;32.757;0.2995;0.1529;-411.132;-920.735;532.478;5.689;299.67;h
48.381;10.423;2.786;0.3191;0.1628;37.525.999.999.999.900;-266.965;-11.870.999.999.999.900;67.742;135.248;h
476.497;189.747;26.812;0.3958;0.2531;-723.016;38.602;7.817;21.191.999.999.999.900;274.053;h
132.519;107.242;22.889;0.7815;0.4139;146.456;25.132;118.198;21.265;197.845;h
131.727;106.312;23.701;0.7804;0.4627;-137.368;-39.760.000.000.000.000;110.204;69.031;223.852;h
505.327;78.642;28.409;0.3509;0.2369;419.028;415.905;0.2469;346.666;1.727.698;h
207.336;190.666;24.776;0.4804;0.2612;-101.531;93.495;-125.315;291.685;607.668;h
227.536;114.044;26.021;0.5525;0.3937;47.841;165.941;100.679;34.739.999.999.999.900;221.445;h
157.31;328.992;34.717;0.105;0.0609;-997.718;-78.797;-177.748;343.119;231.102;h
392.623;129.771;28.762;0.3005;0.1775;141.266;235.749;33.937;40.148;13.831.799.999.999.900;h
33.725;118.651;25.631;0.5287;0.2944;54.777;238.152;90.226;572.969;267.952;h
28.136;8.851;24.935;0.4815;0.2552;359.079;172.341;-68.534;67.751;117.934;h
278.545;80.432;22.201;0.5783;0.2922;-144.813;166.641;29.849;64.398;182.43;h
206.072;136.815;26.532;0.5289;0.2833;-3.773;133.004;56.451;294.167;545.451;h
240.94;547.317;35.379;0.0977;0.05;-17.475.599.999.999.900;-252.576;-424.076;10.759.999.999.999.900;21.006.799.999.999.900;h
145.368;664.736;38.389;0.1122;0.0712;-758.089;-506.227;353.486;40.29;282.575;h
235.333;223.093;27.553;0.4026;0.2584;121.317;393.143;151.211;789.234;1.422.549;h
850.261;34.202;30.837;0.1781;0.0943;33.201;733.323;121.734;177.334;2.525.048;h
874.511;163.664;31.035;0.2947;0.1935;-813.535;58.967;-61.429;607.157;282.531;h
244.699;73.634;25.398;0.5976;0.3004;-77.745;160.123;131.589;428.535;1.222.887;h
589.729;178.925;30.276;0.2581;0.1394;419.819;19.828;-59.981;52.351.000.000.000.000;21.706.900.000.000.000;h
